"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SERGIO PETECAO";"0017";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202429140017";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROSANA VALLE";"0013";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202441710013";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VITOR LIPPI";"0011";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202437770011";"500.000,00";"500.000,00";"495.802,00";"4.198,00";"0,00";"4.198,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"REIMONT";"0024";"RIO DE JANEIRO (UF)";"Comunicações";"Tecnologia da informação";"2305 - COMUNICACOES PARA INCLUSAO E TRANSFORMACAO";"20V8 - APOIO A INICIATIVAS E PROJETOS DE INCLUSAO DIGITAL";"APOIO A INICIATIVAS E PROJETOS DE INCLUSAO DIGITAL - DESPESAS DIVERSAS";"202444560024";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MIGUEL ANGELO";"0013";"Nacional";"Saúde";"Formação de recursos humanos";"5121 - GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"20YD - EDUCACAO E TRABALHO NA SAUDE";"EDUCACAO E TRABALHO NA SAUDE";"202444340013";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DRA. ALESSANDRA HABER";"0005";"ORIXIMINÁ - PA";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202443630005";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GREYCE ELIAS";"0003";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202441000003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0008";"RIBEIRÃO DAS NEVES - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202429240008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALTINEU CORTES";"0007";"SÃO GONÇALO - RJ";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202430420007";"500.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOSE PRIANTE";"0007";"PARÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5115 - PROMOCAO DO ACESSO A JUSTICA E DA DEFESA DOS DIREITOS";"21F0 - DEMOCRATIZACAO DO ACESSO A JUSTICA E A CIDADANIA";"DEMOCRATIZACAO DO ACESSO A JUSTICA E A CIDADANIA - DESPESAS DIVERSAS";"202432600007";"500.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"RODRIGO VALADARES";"0006";"SERGIPE (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202444690006";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0010";"MÂNCIO LIMA - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444630010";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0004";"UMUARAMA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480004";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SOCORRO NERI";"0009";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202444800009";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DR. DANIEL SORANZ";"0003";"RIO DAS FLORES - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443380003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JADER BARBALHO";"0009";"PARÁ (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202422630009";"500.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"REGINETE BISPO";"0017";"RIO GRANDE DO SUL (UF)";"Gestão ambiental";"Formação de recursos humanos";"1158 - ENFRENTAMENTO DA EMERGENCIA CLIMATICA";"20VY - IMPLEMENTACAO DE ACOES DE CIDADANIA E EDUCACAO AMBIENTAL";"IMPLEMENTACAO DE ACOES DE CIDADANIA E EDUCACAO AMBIENTAL - DESPESAS DIVERSAS";"202444550017";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SOSTENES CAVALCANTE";"0013";"LAJE DO MURIAÉ - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202437660013";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0006";"BREJO DE AREIA - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DENISE PESSOA";"0007";"CAXIAS DO SUL - RS";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202443530007";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MURILO GALDINO";"0006";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202444360006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"REGINALDO LOPES";"0017";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202414110017";"500.000,00";"0,00";"0,00";"870.598,37";"0,00";"129.401,63";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VITOR LIPPI";"0003";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5135 - JUVENTUDE: DIREITOS, PARTICIPACAO E BEM VIVER";"217Y - GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE";"GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE - DESPESAS DIVERSAS";"202437770003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE LINDENMEYER";"0001";"PORTO ALEGRE - RS";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6217 - ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE";"ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE - DESPESAS DIVERSAS";"202442950001";"500.000,00";"2.971,03";"2.971,03";"516.768,56";"0,00";"477.289,38";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALTINEU CORTES";"0008";"NITERÓI - RJ";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202430420008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCIO BITTAR";"0014";"EPITACIOLÂNDIA - AC";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202440780014";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUCAS RAMOS";"0012";"PERNAMBUCO (UF)";"Ciência e Tecnologia";"Desenvolvimento científico";"2308 - CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"20US - FOMENTO A PROJETOS DE PESQUISA E DESENVOLVIMENTO CIENTIFICO";"FOMENTO A PROJETOS DE PESQUISA E DESENVOLVIMENTO CIENTIFICO";"202444090012";"500.000,00";"2.992,77";"2.992,77";"894.014,46";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDA PESSOA";"0006";"BARBALHA - CE";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202443730006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TONINHO WANDSCHEER";"0006";"FAZENDA RIO GRANDE - PR";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202437710006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANDARA";"0005";"MINAS GERAIS (UF)";"Assistência social";"Alimentação e nutrição";"5133 - SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME";"2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL";"AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS";"202443340005";"500.000,00";"0,00";"0,00";"952.881,77";"0,00";"47.118,23";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EDUARDO GOMES";"0014";"TOCANTINS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"202441860014";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIKA KOKAY";"0003";"DISTRITO FEDERAL (UF)";"Segurança pública";"Direitos individuais, coletivos e difusos";"5115 - PROMOCAO DO ACESSO A JUSTICA E DA DEFESA DOS DIREITOS";"20IE - ARTICULACAO DE POLITICA PUBLICA SOBRE DROGAS";"ARTICULACAO DE POLITICA PUBLICA SOBRE DROGAS - DESPESAS DIVERSAS";"202428260003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROBINSON FARIA";"0013";"RIO GRANDE DO NORTE (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS, EVENTOS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";"202444650013";"500.000,00";"0,00";"0,00";"1.000.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JAYME CAMPOS";"0003";"BARRA DO BUGRES - MT";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423760003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROMARIO";"0013";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"202437990013";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LAZARO BOTELHO";"0003";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202424290003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MAGNO MALTA";"0008";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202420290008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PROFESSORA LUCIENE CAVALCANTE";"0017";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5837 - PROMOCAO DA CIDADANIA, DEFESA DE DIREITOS HUMANOS E REPARACAO DE VIOLACOES";"21G5 - PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";"202444510017";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SILVYE ALVES";"0005";"GOIÁS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202444780005";"500.000,00";"0,00";"0,00";"823.065,36";"0,00";"176.934,64";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ATILA LINS";"0007";"ITAPIRANGA - AM";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202416190007";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALBERTO FRAGA";"0018";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5811 - PROMOCAO DOS DIREITOS DAS PESSOAS COM DEFICIENCIA";"21G1 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIENCIA";"PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIENCIA - DESPESAS DIVERSAS";"202436300018";"500.000,00";"0,00";"0,00";"529.862,50";"0,00";"470.137,50";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FILIPE MARTINS";"0007";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202443750007";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GENERAL GIRAO";"0012";"RIO GRANDE DO NORTE (UF)";"Defesa nacional";"Desporto comunitário";"6111 - COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL";"20IG - APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"202439940012";"500.003,84";"218.250,28";"214.342,40";"367.338,44";"25.837,36";"178.147,08";
"2024";"Emenda Individual - Transferências Especiais";"ZE HAROLDO CATHEDRAL";"0007";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444920007";"500.014,00";"500.014,00";"500.014,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VINICIUS GURGEL";"0007";"MUCUGÊ - BA";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202426760007";"500.874,00";"500.874,00";"500.874,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EMIDINHO MADEIRA";"0006";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202439760006";"501.001,00";"501.001,00";"501.001,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AUGUSTO PUPPIO";"0018";"SANTANA - AP";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202443100018";"502.756,00";"502.756,00";"502.756,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CARLOS PORTINHO";"0010";"Nacional";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"202442100010";"502.900,00";"502.900,00";"491.547,85";"11.352,15";"0,00";"11.352,15";
